"","X1","Name","Country","Runs","Mins","BF","4s","6s","SR","POS","Dismissal","Inns","Team","Ground","Date","cum_rpi"
"1101",1151,"Jacques Kallis","South Africa",0,"17","7","0","0","0.00","4","caught",4,"Sri Lanka","Durban",2011-12-26,47.5731225296443
"1102",1152,"Jacques Kallis","South Africa",224,"434","325","31","1","68.92","4","caught",1,"Sri Lanka","Cape Town",2012-01-03,48.2677165354331
"1103",1154,"Jacques Kallis","South Africa",0,"7","2","0","0","0.00","4","caught",1,"New Zealand","Dunedin",2012-03-07,48.078431372549
"1104",1155,"Jacques Kallis","South Africa",113,"380","263","16","0","42.96","4","caught",3,"New Zealand","Dunedin",2012-03-07,48.33203125
"1105",1156,"Jacques Kallis","South Africa",6,"10","7","0","1","85.71","5","caught",2,"New Zealand","Hamilton",2012-03-15,48.1673151750973
"1106",1158,"Jacques Kallis","South Africa",182,"434","326","23","1","55.82","4","not out",2,"England","The Oval",2012-07-19,48.6860465116279
"1107",1159,"Jacques Kallis","South Africa",19,"38","30","4","0","63.33","4","caught",1,"England","Leeds",2012-08-02,48.5714285714286
"1108",1160,"Jacques Kallis","South Africa",27,"50","32","2","1","84.37","5","caught",3,"England","Leeds",2012-08-02,48.4884615384615
"1109",1161,"Jacques Kallis","South Africa",3,"14","9","0","0","33.33","4","caught",1,"England","Lord's",2012-08-16,48.3141762452107
"1110",1162,"Jacques Kallis","South Africa",31,"91","58","5","0","53.44","4","lbw",3,"England","Lord's",2012-08-16,48.2480916030534
"1111",1163,"Jacques Kallis","South Africa",147,"349","274","14","1","53.64","4","caught",1,"Australia","Brisbane",2012-11-09,48.6235741444867
"1112",1164,"Jacques Kallis","South Africa",49,"123","91","5","1","53.84","4","caught",3,"Australia","Brisbane",2012-11-09,48.625
"1113",1165,"Jacques Kallis","South Africa",58,"109","93","10","1","62.36","9","caught",2,"Australia","Adelaide",2012-11-22,48.6603773584906
"1114",1166,"Jacques Kallis","South Africa",46,"149","110","6","0","41.81","7","caught",4,"Australia","Adelaide",2012-11-22,48.6503759398496
"1115",1167,"Jacques Kallis","South Africa",2,"8","7","0","0","28.57","4","bowled",1,"Australia","Perth",2012-11-30,48.4756554307116
"1116",1168,"Jacques Kallis","South Africa",37,"91","65","5","0","56.92","4","caught",3,"Australia","Perth",2012-11-30,48.4328358208955
"1117",1169,"Jacques Kallis","South Africa",60,"110","89","5","2","67.41","4","caught",2,"New Zealand","Cape Town",2013-01-02,48.4758364312268
"1118",1170,"Jacques Kallis","South Africa",8,"20","11","2","0","72.72","4","caught",1,"New Zealand","Port Elizabeth",2013-01-11,48.3259259259259
"1119",1171,"Jacques Kallis","South Africa",50,"82","78","9","0","64.10","4","caught",1,"Pakistan","Johannesburg",2013-02-01,48.3321033210332
"1120",1172,"Jacques Kallis","South Africa",7,"15","13","1","0","53.84","4","caught",3,"Pakistan","Johannesburg",2013-02-01,48.1801470588235
"1121",1173,"Jacques Kallis","South Africa",2,"36","19","0","0","10.52","5","lbw",2,"Pakistan","Cape Town",2013-02-14,48.010989010989
"1122",1174,"Jacques Kallis","South Africa",21,"29","30","3","0","70.00","4","lbw",4,"Pakistan","Cape Town",2013-02-14,47.9124087591241
"1123",1175,"Jacques Kallis","South Africa",5,"46","28","0","0","17.85","4","caught",1,"Pakistan","Abu Dhabi",2013-10-14,47.7563636363636
"1124",1176,"Jacques Kallis","South Africa",0,"4","5","0","0","0.00","4","lbw",3,"Pakistan","Abu Dhabi",2013-10-14,47.5833333333333
"1125",1177,"Jacques Kallis","South Africa",7,"37","30","0","0","23.33","4","lbw",2,"Pakistan","Dubai (DSC)",2013-10-23,47.4368231046931
"1126",1178,"Jacques Kallis","South Africa",0,"2","1","0","0","0.00","4","lbw",2,"India","Johannesburg",2013-12-18,47.2661870503597
"1127",1179,"Jacques Kallis","South Africa",34,"54","37","6","0","91.89","5","lbw",4,"India","Johannesburg",2013-12-18,47.2186379928315
"1128",1180,"Jacques Kallis","South Africa",115,"393","316","13","0","36.39","4","caught",2,"India","Durban",2013-12-26,47.4607142857143
"1129",1182,"Inzamam Ul-Haq","Pakistan",8,"24","14","1","0","57.14","6","not out",1,"England","Birmingham",1992-06-04,8
"1130",1183,"Inzamam Ul-Haq","Pakistan",0,"2","2","0","0","0.00","6","caught",2,"England","Lord's",1992-06-18,4
"1131",1184,"Inzamam Ul-Haq","Pakistan",8,"35","24","1","0","33.33","6","run out",4,"England","Lord's",1992-06-18,5.33333333333333
"1132",1185,"Inzamam Ul-Haq","Pakistan",26,"78","51","2","0","50.98","7","caught",1,"England","Manchester",1992-07-02,10.5
"1133",1187,"Inzamam Ul-Haq","Pakistan",5,"26","19","1","0","26.31","6","caught",1,"England","Leeds",1992-07-23,9.4
"1134",1188,"Inzamam Ul-Haq","Pakistan",19,"68","41","1","0","46.34","6","caught",3,"England","Leeds",1992-07-23,11
"1135",1189,"Inzamam Ul-Haq","Pakistan",23,"55","39","3","0","58.97","6","caught",1,"New Zealand","Hamilton",1993-01-02,12.7142857142857
"1136",1190,"Inzamam Ul-Haq","Pakistan",75,"155","133","9","0","56.39","6","lbw",3,"New Zealand","Hamilton",1993-01-02,20.5
"1137",1191,"Inzamam Ul-Haq","Pakistan",10,"31","20","2","0","50.00","3","lbw",2,"West Indies","Port of Spain",1993-04-16,19.3333333333333
"1138",1192,"Inzamam Ul-Haq","Pakistan",6,"28","16","1","0","37.50","3","lbw",4,"West Indies","Port of Spain",1993-04-16,18
"1139",1193,"Inzamam Ul-Haq","Pakistan",7,"22","18","0","0","38.88","5","lbw",2,"West Indies","Bridgetown",1993-04-23,17
"1140",1194,"Inzamam Ul-Haq","Pakistan",26,"74","60","2","0","43.33","7","lbw",3,"West Indies","Bridgetown",1993-04-23,17.75
"1141",1195,"Inzamam Ul-Haq","Pakistan",123,"314","225","11","1","54.66","6","caught",2,"West Indies","St John's",1993-05-01,25.8461538461538
"1142",1196,"Inzamam Ul-Haq","Pakistan",21,"71","55","3","0","38.18","3","caught",1,"Zimbabwe","Karachi",1993-12-01,25.5
"1143",1197,"Inzamam Ul-Haq","Pakistan",57,"120","76","2","0","75.00","2","not out",3,"Zimbabwe","Karachi",1993-12-01,27.6
"1144",1198,"Inzamam Ul-Haq","Pakistan",38,"113","81","5","0","46.91","3","bowled",1,"Zimbabwe","Rawalpindi",1993-12-09,28.25
"1145",1199,"Inzamam Ul-Haq","Pakistan",14,"69","52","0","0","26.92","3","bowled",3,"Zimbabwe","Rawalpindi",1993-12-09,27.4117647058824
"1146",1200,"Inzamam Ul-Haq","Pakistan",33,"82","54","6","0","61.11","3","bowled",1,"Zimbabwe","Lahore",1993-12-16,27.7222222222222
"1147",1202,"Inzamam Ul-Haq","Pakistan",43,"118","92","5","0","46.73","7","caught",2,"New Zealand","Auckland",1994-02-10,28.5263157894737
"1148",1203,"Inzamam Ul-Haq","Pakistan",20,"64","44","2","0","45.45","6","not out",4,"New Zealand","Auckland",1994-02-10,28.1
"1149",1204,"Inzamam Ul-Haq","Pakistan",135,"251","195","19","1","69.23","6","not out",2,"New Zealand","Wellington",1994-02-17,33.1904761904762
"1150",1205,"Inzamam Ul-Haq","Pakistan",5,"11","9","1","0","55.55","6","caught",1,"New Zealand","Christchurch",1994-02-24,31.9090909090909
"1151",1206,"Inzamam Ul-Haq","Pakistan",20,"66","39","1","1","51.28","7","caught",3,"New Zealand","Christchurch",1994-02-24,31.3913043478261
"1152",1207,"Inzamam Ul-Haq","Pakistan",81,"166","130","10","0","62.30","6","caught",1,"Sri Lanka","Colombo (PSS)",1994-08-09,33.4583333333333
"1153",1208,"Inzamam Ul-Haq","Pakistan",7,"33","29","0","0","24.13","6","not out",3,"Sri Lanka","Colombo (PSS)",1994-08-09,32.4
"1154",1209,"Inzamam Ul-Haq","Pakistan",100,"197","125","13","0","80.00","7","not out",2,"Sri Lanka","Kandy",1994-08-26,35
"1155",1210,"Inzamam Ul-Haq","Pakistan",9,"44","39","1","0","23.07","6","caught",2,"Australia","Karachi",1994-09-28,34.037037037037
"1156",1211,"Inzamam Ul-Haq","Pakistan",58,"155","89","7","0","65.16","8","not out",4,"Australia","Karachi",1994-09-28,34.8928571428571
"1157",1212,"Inzamam Ul-Haq","Pakistan",14,"59","40","1","0","35.00","6","lbw",2,"Australia","Rawalpindi",1994-10-05,34.1724137931034
"1158",1213,"Inzamam Ul-Haq","Pakistan",0,"2","1","0","0","0.00","6","lbw",3,"Australia","Rawalpindi",1994-10-05,33.0333333333333
"1159",1214,"Inzamam Ul-Haq","Pakistan",66,"174","145","13","0","45.51","3","lbw",1,"Australia","Lahore",1994-11-01,34.0967741935484
"1160",1215,"Inzamam Ul-Haq","Pakistan",3,"14","12","0","0","25.00","3","caught",3,"Australia","Lahore",1994-11-01,33.125
"1161",1216,"Inzamam Ul-Haq","Pakistan",19,"34","27","4","0","70.37","6","bowled",2,"South Africa","Johannesburg",1995-01-19,32.6969696969697
"1162",1217,"Inzamam Ul-Haq","Pakistan",95,"254","179","16","0","53.07","5","caught",4,"South Africa","Johannesburg",1995-01-19,34.5294117647059
"1163",1218,"Inzamam Ul-Haq","Pakistan",71,"253","197","8","0","36.04","8","caught",2,"Zimbabwe","Harare",1995-01-31,35.5714285714286
"1164",1219,"Inzamam Ul-Haq","Pakistan",65,"121","98","8","0","66.32","6","caught",3,"Zimbabwe","Harare",1995-01-31,36.3888888888889
"1165",1220,"Inzamam Ul-Haq","Pakistan",47,"100","83","7","1","56.62","7","lbw",2,"Zimbabwe","Bulawayo",1995-02-07,36.6756756756757
"1166",1222,"Inzamam Ul-Haq","Pakistan",101,"205","168","12","2","60.11","6","caught",1,"Zimbabwe","Harare",1995-02-15,38.3684210526316
"1167",1223,"Inzamam Ul-Haq","Pakistan",83,"249","180","12","0","46.11","3","caught",3,"Zimbabwe","Harare",1995-02-15,39.5128205128205
"1168",1224,"Inzamam Ul-Haq","Pakistan",95,"292","216","12","0","43.98","4","lbw",1,"Sri Lanka","Peshawar",1995-09-08,40.9
"1169",1225,"Inzamam Ul-Haq","Pakistan",50,"158","107","6","0","46.72","5","bowled",2,"Sri Lanka","Faisalabad",1995-09-15,41.1219512195122
"1170",1226,"Inzamam Ul-Haq","Pakistan",26,"114","49","2","0","53.06","4","caught",4,"Sri Lanka","Faisalabad",1995-09-15,40.7619047619048
"1171",1227,"Inzamam Ul-Haq","Pakistan",21,"61","55","2","0","38.18","4","bowled",2,"Sri Lanka","Sialkot",1995-09-22,40.3023255813954
"1172",1228,"Inzamam Ul-Haq","Pakistan",0,"2","2","0","0","0.00","4","caught",4,"Sri Lanka","Sialkot",1995-09-22,39.3863636363636
"1173",1229,"Inzamam Ul-Haq","Pakistan",5,"37","33","0","0","15.15","5","caught",2,"Australia","Brisbane",1995-11-09,38.6222222222222
"1174",1230,"Inzamam Ul-Haq","Pakistan",62,"181","142","3","0","43.66","4","caught",3,"Australia","Brisbane",1995-11-09,39.1304347826087
"1175",1231,"Inzamam Ul-Haq","Pakistan",27,"88","61","2","0","44.26","5","caught",2,"Australia","Hobart",1995-11-17,38.8723404255319
"1176",1232,"Inzamam Ul-Haq","Pakistan",40,"111","92","3","0","43.47","4","lbw",4,"Australia","Hobart",1995-11-17,38.8958333333333
"1177",1233,"Inzamam Ul-Haq","Pakistan",39,"96","110","3","0","35.45","4","caught",1,"Australia","Sydney",1995-11-30,38.8979591836735
"1178",1234,"Inzamam Ul-Haq","Pakistan",59,"162","135","7","0","43.70","6","caught",3,"Australia","Sydney",1995-11-30,39.3
"1179",1235,"Inzamam Ul-Haq","Pakistan",0,"15","11","0","0","0.00","4","lbw",1,"New Zealand","Christchurch",1995-12-08,38.5294117647059
"1180",1236,"Inzamam Ul-Haq","Pakistan",82,"156","141","13","0","58.15","4","caught",3,"New Zealand","Christchurch",1995-12-08,39.3653846153846
"1181",1237,"Inzamam Ul-Haq","Pakistan",148,"299","218","18","1","67.88","4","bowled",1,"England","Lord's",1996-07-25,41.4150943396226
"1182",1238,"Inzamam Ul-Haq","Pakistan",70,"187","148","9","0","47.29","5","caught",3,"England","Lord's",1996-07-25,41.9444444444444
"1183",1239,"Inzamam Ul-Haq","Pakistan",2,"11","10","0","0","20.00","4","caught",1,"England","Leeds",1996-08-08,41.2181818181818
"1184",1240,"Inzamam Ul-Haq","Pakistan",65,"94","83","9","0","78.31","4","caught",3,"England","Leeds",1996-08-08,41.6428571428571
"1185",1241,"Inzamam Ul-Haq","Pakistan",35,"111","80","3","0","43.75","4","caught",2,"England","The Oval",1996-08-22,41.5263157894737
"1186",1243,"Inzamam Ul-Haq","Pakistan",0,"6","5","0","0","0.00","4","caught",2,"New Zealand","Lahore",1996-11-21,40.8103448275862
"1187",1244,"Inzamam Ul-Haq","Pakistan",14,"30","22","2","0","63.63","4","caught",4,"New Zealand","Lahore",1996-11-21,40.3559322033898
"1188",1245,"Inzamam Ul-Haq","Pakistan",1,"5","4","0","0","25.00","5","caught",2,"New Zealand","Rawalpindi",1996-11-28,39.7
"1189",1246,"Inzamam Ul-Haq","Pakistan",12,"50","41","1","0","29.26","5","caught",2,"Sri Lanka","Colombo (RPS)",1997-04-19,39.2459016393443
"1190",1247,"Inzamam Ul-Haq","Pakistan",43,"187","134","3","0","32.08","5","caught",2,"Sri Lanka","Colombo (SSC)",1997-04-26,39.3064516129032
"1191",1248,"Inzamam Ul-Haq","Pakistan",54,"130","85","7","0","63.52","5","not out",4,"Sri Lanka","Colombo (SSC)",1997-04-26,39.5396825396825
"1192",1249,"Inzamam Ul-Haq","Pakistan",8,"28","22","1","0","36.36","5","caught",1,"South Africa","Rawalpindi",1997-10-06,39.046875
"1193",1250,"Inzamam Ul-Haq","Pakistan",56,"131","82","10","0","68.29","5","caught",3,"South Africa","Rawalpindi",1997-10-06,39.3076923076923
"1194",1252,"Inzamam Ul-Haq","Pakistan",96,"225","169","15","1","56.80","4","caught",2,"South Africa","Faisalabad",1997-10-24,40.1666666666667
"1195",1253,"Inzamam Ul-Haq","Pakistan",5,"12","8","1","0","62.50","5","caught",4,"South Africa","Faisalabad",1997-10-24,39.6417910447761
"1196",1254,"Inzamam Ul-Haq","Pakistan",92,"273","191","9","2","48.16","5","not out",2,"West Indies","Peshawar",1997-11-17,40.4117647058824
"1197",1255,"Inzamam Ul-Haq","Pakistan",177,"443","320","19","2","55.31","4","caught",2,"West Indies","Rawalpindi",1997-11-29,42.3913043478261
"1198",1256,"Inzamam Ul-Haq","Pakistan",4,"9","8","1","0","50.00","4","lbw",2,"West Indies","Karachi",1997-12-06,41.8428571428571
"1199",1258,"Inzamam Ul-Haq","Pakistan",0,"8","6","0","0","0.00","5","bowled",2,"South Africa","Johannesburg",1998-02-14,41.2535211267606
"1200",1259,"Inzamam Ul-Haq","Pakistan",6,"17","7","1","0","85.71","4","caught",2,"South Africa","Port Elizabeth",1998-03-06,40.7638888888889
"1201",1260,"Inzamam Ul-Haq","Pakistan",4,"57","34","1","0","11.76","3","stumped",4,"South Africa","Port Elizabeth",1998-03-06,40.2602739726027
"1202",1261,"Inzamam Ul-Haq","Pakistan",24,"57","35","4","0","68.57","4","caught",2,"Zimbabwe","Bulawayo",1998-03-14,40.0405405405405
"1203",1262,"Inzamam Ul-Haq","Pakistan",12,"60","47","2","0","25.53","4","caught",4,"Zimbabwe","Bulawayo",1998-03-14,39.6666666666667
"1204",1263,"Inzamam Ul-Haq","Pakistan",13,"23","18","1","1","72.22","4","caught",2,"Zimbabwe","Harare",1998-03-21,39.3157894736842
"1205",1264,"Inzamam Ul-Haq","Pakistan",10,"16","13","2","0","76.92","4","stumped",4,"Zimbabwe","Harare",1998-03-21,38.9350649350649
"1206",1265,"Inzamam Ul-Haq","Pakistan",14,"30","23","2","0","60.86","4","caught",1,"Australia","Rawalpindi",1998-10-01,38.6153846153846
"1207",1266,"Inzamam Ul-Haq","Pakistan",0,"2","2","0","0","0.00","4","lbw",3,"Australia","Rawalpindi",1998-10-01,38.126582278481
"1208",1267,"Inzamam Ul-Haq","Pakistan",97,"247","185","16","0","52.43","4","caught",2,"Australia","Peshawar",1998-10-15,38.8625
"1209",1268,"Inzamam Ul-Haq","Pakistan",9,"17","12","2","0","75.00","4","caught",2,"Australia","Karachi",1998-10-22,38.4938271604938
"1210",1269,"Inzamam Ul-Haq","Pakistan",21,"38","28","4","0","75.00","7","not out",4,"Australia","Karachi",1998-10-22,38.280487804878
"1211",1270,"Inzamam Ul-Haq","Pakistan",19,"37","25","4","0","76.00","4","lbw",1,"Zimbabwe","Peshawar",1998-11-27,38.0481927710843
"1212",1271,"Inzamam Ul-Haq","Pakistan",2,"8","8","0","0","25.00","4","bowled",3,"Zimbabwe","Peshawar",1998-11-27,37.6190476190476
"1213",1272,"Inzamam Ul-Haq","Pakistan",10,"27","17","2","0","58.82","4","caught",1,"India","Chennai",1999-01-28,37.2941176470588
"1214",1273,"Inzamam Ul-Haq","Pakistan",51,"98","74","10","0","68.91","4","caught",3,"India","Chennai",1999-01-28,37.453488372093
"1215",1274,"Inzamam Ul-Haq","Pakistan",26,"81","62","3","0","41.93","4","bowled",2,"India","Delhi",1999-02-04,37.3218390804598
"1216",1275,"Inzamam Ul-Haq","Pakistan",6,"13","14","1","0","42.85","4","bowled",4,"India","Delhi",1999-02-04,36.9659090909091
"1217",1276,"Inzamam Ul-Haq","Pakistan",0,"6","4","0","0","0.00","4","bowled",1,"Sri Lanka","Lahore",1999-03-04,36.5505617977528
"1218",1277,"Inzamam Ul-Haq","Pakistan",4,"3","3","1","0","133.33","3","lbw",3,"Sri Lanka","Lahore",1999-03-04,36.1888888888889
"1219",1278,"Inzamam Ul-Haq","Pakistan",200,"535","397","23","2","50.37","4","not out",2,"Sri Lanka","Dhaka",1999-03-12,37.989010989011
"1220",1279,"Inzamam Ul-Haq","Pakistan",88,"255","199","15","0","44.22","4","lbw",1,"Australia","Brisbane",1999-11-05,38.5326086956522
"1221",1280,"Inzamam Ul-Haq","Pakistan",12,"34","30","2","0","40.00","4","caught",3,"Australia","Brisbane",1999-11-05,38.247311827957
"1222",1281,"Inzamam Ul-Haq","Pakistan",12,"51","43","2","0","27.90","4","bowled",1,"Australia","Hobart",1999-11-18,37.968085106383
"1223",1282,"Inzamam Ul-Haq","Pakistan",118,"276","191","12","0","61.78","5","caught",3,"Australia","Hobart",1999-11-18,38.8105263157895
"1224",1283,"Inzamam Ul-Haq","Pakistan",22,"74","50","4","0","44.00","4","caught",1,"Australia","Perth",1999-11-26,38.6354166666667
"1225",1284,"Inzamam Ul-Haq","Pakistan",8,"13","13","1","0","61.53","5","caught",3,"Australia","Perth",1999-11-26,38.319587628866
"1226",1285,"Inzamam Ul-Haq","Pakistan",44,"143","96","5","0","45.83","4","caught",1,"Sri Lanka","Rawalpindi",2000-02-26,38.3775510204082
"1227",1286,"Inzamam Ul-Haq","Pakistan",20,"111","75","3","0","26.66","4","caught",3,"Sri Lanka","Rawalpindi",2000-02-26,38.1919191919192
"1228",1287,"Inzamam Ul-Haq","Pakistan",58,"214","163","7","1","35.58","4","not out",2,"Sri Lanka","Peshawar",2000-03-05,38.39
"1229",1288,"Inzamam Ul-Haq","Pakistan",9,"30","21","0","1","42.85","3","caught",4,"Sri Lanka","Peshawar",2000-03-05,38.0990099009901
"1230",1289,"Inzamam Ul-Haq","Pakistan",86,"244","163","10","0","52.76","4","run out",1,"Sri Lanka","Karachi",2000-03-12,38.5686274509804
"1231",1290,"Inzamam Ul-Haq","Pakistan",138,"335","243","17","1","56.79","4","caught",3,"Sri Lanka","Karachi",2000-03-12,39.5339805825243
