"","X1","Name","Country","Runs","Mins","BF","4s","6s","SR","POS","Dismissal","Inns","Team","Ground","Date","cum_rpi"
"1402",1474,"Shivnarine Chanderpaul","West Indies",18,"60","48","1","0","37.50","4","caught",1,"Australia","Brisbane",2000-11-23,35.4054054054054
"1403",1475,"Shivnarine Chanderpaul","West Indies",62,"229","157","5","0","39.49","4","not out",3,"Australia","Brisbane",2000-11-23,35.76
"1404",1476,"Shivnarine Chanderpaul","West Indies",40,"208","122","5","0","32.78","3","caught",2,"South Africa","St John's",2001-04-06,35.8157894736842
"1405",1477,"Shivnarine Chanderpaul","West Indies",16,"86","46","1","0","34.78","3","lbw",4,"South Africa","St John's",2001-04-06,35.5584415584416
"1406",1478,"Shivnarine Chanderpaul","West Indies",7,"63","50","0","0","14.00","3","caught",1,"South Africa","Kingston",2001-04-19,35.1923076923077
"1407",1479,"Shivnarine Chanderpaul","West Indies",7,"43","31","0","0","22.58","3","caught",3,"South Africa","Kingston",2001-04-19,34.8354430379747
"1408",1480,"Shivnarine Chanderpaul","West Indies",7,"37","25","0","0","28.00","3","caught",2,"Zimbabwe","Bulawayo",2001-07-19,34.4875
"1409",1481,"Shivnarine Chanderpaul","West Indies",74,"131","90","13","0","82.22","3","caught",2,"Zimbabwe","Harare",2001-07-27,34.9753086419753
"1410",1483,"Shivnarine Chanderpaul","West Indies",66,"236","157","9","0","42.03","6","bowled",2,"Pakistan","Sharjah",2002-01-31,35.3536585365854
"1411",1484,"Shivnarine Chanderpaul","West Indies",0,"16","11","0","0","0.00","6","caught",4,"Pakistan","Sharjah",2002-01-31,34.9277108433735
"1412",1485,"Shivnarine Chanderpaul","West Indies",16,"30","27","2","0","59.25","5","caught",2,"Pakistan","Sharjah",2002-02-07,34.7023809523809
"1413",1486,"Shivnarine Chanderpaul","West Indies",19,"99","69","1","0","27.53","5","lbw",4,"Pakistan","Sharjah",2002-02-07,34.5176470588235
"1414",1487,"Shivnarine Chanderpaul","West Indies",140,"367","290","23","0","48.27","6","lbw",1,"India","Georgetown",2002-04-11,35.7441860465116
"1415",1488,"Shivnarine Chanderpaul","West Indies",1,"6","4","0","0","25.00","6","lbw",2,"India","Port of Spain",2002-04-19,35.3448275862069
"1416",1489,"Shivnarine Chanderpaul","West Indies",67,"260","162","5","0","41.35","6","not out",4,"India","Port of Spain",2002-04-19,35.7045454545455
"1417",1490,"Shivnarine Chanderpaul","West Indies",101,"365","231","13","0","43.72","6","not out",2,"India","Bridgetown",2002-05-02,36.438202247191
"1418",1492,"Shivnarine Chanderpaul","West Indies",136,"675","510","17","0","26.66","6","not out",2,"India","St John's",2002-05-10,37.5444444444444
"1419",1493,"Shivnarine Chanderpaul","West Indies",58,"213","148","7","0","39.18","6","caught",1,"India","Kingston",2002-05-18,37.7692307692308
"1420",1494,"Shivnarine Chanderpaul","West Indies",59,"171","132","4","0","44.69","6","caught",3,"India","Kingston",2002-05-18,38
"1421",1495,"Shivnarine Chanderpaul","West Indies",35,"128","76","3","0","46.05","6","not out",2,"New Zealand","Bridgetown",2002-06-21,37.9677419354839
"1422",1496,"Shivnarine Chanderpaul","West Indies",17,"37","30","2","0","56.66","6","caught",4,"New Zealand","Bridgetown",2002-06-21,37.7446808510638
"1423",1497,"Shivnarine Chanderpaul","West Indies",51,"158","114","6","0","44.73","6","caught",2,"New Zealand","St George's",2002-06-28,37.8842105263158
"1424",1498,"Shivnarine Chanderpaul","West Indies",54,"234","159","5","0","33.96","5","caught",2,"India","Mumbai",2002-10-09,38.0520833333333
"1425",1499,"Shivnarine Chanderpaul","West Indies",36,"149","116","5","0","31.03","4","not out",3,"India","Mumbai",2002-10-09,38.0309278350515
"1426",1500,"Shivnarine Chanderpaul","West Indies",27,"153","86","3","0","31.39","4","caught",1,"India","Chennai",2002-10-17,37.9183673469388
"1427",1501,"Shivnarine Chanderpaul","West Indies",3,"19","11","0","0","27.27","4","caught",3,"India","Chennai",2002-10-17,37.5656565656566
"1428",1502,"Shivnarine Chanderpaul","West Indies",140,"368","258","17","1","54.26","5","caught",2,"India","Kolkata",2002-10-30,38.59
"1429",1503,"Shivnarine Chanderpaul","West Indies",4,"17","8","0","0","50.00","4","caught",2,"Bangladesh","Dhaka",2002-12-08,38.2475247524753
"1430",1504,"Shivnarine Chanderpaul","West Indies",16,"73","44","2","0","36.36","4","caught",2,"Bangladesh","Chattogram",2002-12-16,38.0294117647059
"1431",1505,"Shivnarine Chanderpaul","West Indies",19,"31","25","3","0","76.00","4","not out",4,"Bangladesh","Chattogram",2002-12-16,37.8446601941748
"1432",1506,"Shivnarine Chanderpaul","West Indies",100,"108","72","15","2","138.88","6","lbw",1,"Australia","Georgetown",2003-04-10,38.4423076923077
"1433",1507,"Shivnarine Chanderpaul","West Indies",31,"113","61","4","0","50.81","6","caught",3,"Australia","Georgetown",2003-04-10,38.3714285714286
"1434",1508,"Shivnarine Chanderpaul","West Indies",0,"1","1","0","0","0.00","5","caught",2,"Australia","Bridgetown",2003-05-01,38.0094339622642
"1435",1509,"Shivnarine Chanderpaul","West Indies",21,"140","92","0","0","22.82","6","caught",3,"Australia","Bridgetown",2003-05-01,37.8504672897196
"1436",1510,"Shivnarine Chanderpaul","West Indies",1,"15","10","0","0","10.00","7","bowled",2,"Australia","St John's",2003-05-09,37.5092592592593
"1437",1511,"Shivnarine Chanderpaul","West Indies",104,"229","154","17","1","67.53","6","caught",4,"Australia","St John's",2003-05-09,38.1192660550459
"1438",1512,"Shivnarine Chanderpaul","West Indies",36,"134","91","4","0","39.56","6","lbw",2,"Zimbabwe","Harare",2003-11-04,38.1
"1439",1513,"Shivnarine Chanderpaul","West Indies",39,"116","95","5","0","41.05","6","caught",4,"Zimbabwe","Harare",2003-11-04,38.1081081081081
"1440",1514,"Shivnarine Chanderpaul","West Indies",15,"45","33","1","0","45.45","6","caught",1,"Zimbabwe","Bulawayo",2003-11-12,37.9017857142857
"1441",1515,"Shivnarine Chanderpaul","West Indies",15,"36","28","3","0","53.57","6","lbw",3,"Zimbabwe","Bulawayo",2003-11-12,37.6991150442478
"1442",1516,"Shivnarine Chanderpaul","West Indies",34,"167","119","3","0","28.57","5","bowled",2,"South Africa","Johannesburg",2003-12-12,37.6666666666667
"1443",1517,"Shivnarine Chanderpaul","West Indies",74,"135","91","13","0","81.31","6","caught",4,"South Africa","Johannesburg",2003-12-12,37.9826086956522
"1444",1518,"Shivnarine Chanderpaul","West Indies",0,"9","6","0","0","0.00","5","caught",1,"South Africa","Durban",2003-12-26,37.6551724137931
"1445",1519,"Shivnarine Chanderpaul","West Indies",109,"239","171","20","1","63.74","7","caught",3,"South Africa","Durban",2003-12-26,38.2649572649573
"1446",1520,"Shivnarine Chanderpaul","West Indies",42,"143","97","7","0","43.29","5","caught",2,"South Africa","Centurion",2004-01-16,38.2966101694915
"1447",1521,"Shivnarine Chanderpaul","West Indies",27,"107","72","5","0","37.50","5","caught",3,"South Africa","Centurion",2004-01-16,38.2016806722689
"1448",1522,"Shivnarine Chanderpaul","West Indies",7,"56","37","1","0","18.91","5","bowled",1,"England","Kingston",2004-03-11,37.9416666666667
"1449",1523,"Shivnarine Chanderpaul","West Indies",0,"8","7","0","0","0.00","4","bowled",3,"England","Kingston",2004-03-11,37.6280991735537
"1450",1524,"Shivnarine Chanderpaul","West Indies",2,"11","13","0","0","15.38","5","caught",1,"England","Port of Spain",2004-03-19,37.3360655737705
"1451",1525,"Shivnarine Chanderpaul","West Indies",42,"201","147","2","0","28.57","5","caught",3,"England","Port of Spain",2004-03-19,37.3739837398374
"1452",1526,"Shivnarine Chanderpaul","West Indies",50,"160","99","5","0","50.50","5","caught",1,"England","Bridgetown",2004-04-01,37.4758064516129
"1453",1527,"Shivnarine Chanderpaul","West Indies",0,"2","1","0","0","0.00","5","lbw",3,"England","Bridgetown",2004-04-01,37.176
"1454",1528,"Shivnarine Chanderpaul","West Indies",7,"48","36","0","0","19.44","5","caught",2,"Bangladesh","Gros Islet",2004-05-28,36.9365079365079
"1455",1530,"Shivnarine Chanderpaul","West Indies",101,"271","190","11","0","53.15","6","not out",2,"Bangladesh","Kingston",2004-06-04,37.4409448818898
"1456",1531,"Shivnarine Chanderpaul","West Indies",128,"383","270","15","0","47.40","5","not out",2,"England","Lord's",2004-07-22,38.1484375
"1457",1532,"Shivnarine Chanderpaul","West Indies",97,"231","152","18","0","63.81","5","not out",4,"England","Lord's",2004-07-22,38.6046511627907
"1458",1533,"Shivnarine Chanderpaul","West Indies",45,"146","86","4","0","52.32","5","caught",2,"England","Birmingham",2004-07-29,38.6538461538462
"1459",1534,"Shivnarine Chanderpaul","West Indies",43,"61","71","7","0","60.56","5","lbw",4,"England","Birmingham",2004-07-29,38.6870229007634
"1460",1535,"Shivnarine Chanderpaul","West Indies",76,"182","115","6","1","66.08","5","caught",1,"England","Manchester",2004-08-12,38.969696969697
"1461",1536,"Shivnarine Chanderpaul","West Indies",2,"10","10","0","0","20.00","5","caught",3,"England","Manchester",2004-08-12,38.6917293233083
"1462",1537,"Shivnarine Chanderpaul","West Indies",14,"34","27","2","0","51.85","5","caught",2,"England","The Oval",2004-08-19,38.5074626865672
"1463",1538,"Shivnarine Chanderpaul","West Indies",32,"161","111","4","0","28.82","6","caught",3,"England","The Oval",2004-08-19,38.4592592592593
"1464",1539,"Shivnarine Chanderpaul","West Indies",203,"541","370","23","0","54.86","5","not out",1,"South Africa","Georgetown",2005-03-31,39.6691176470588
"1465",1540,"Shivnarine Chanderpaul","West Indies",35,"119","70","5","0","50.00","5","caught",1,"South Africa","Port of Spain",2005-04-08,39.6350364963504
"1466",1541,"Shivnarine Chanderpaul","West Indies",1,"5","5","0","0","20.00","5","lbw",3,"South Africa","Port of Spain",2005-04-08,39.3550724637681
"1467",1542,"Shivnarine Chanderpaul","West Indies",53,"182","138","6","0","38.40","5","caught",1,"South Africa","Bridgetown",2005-04-21,39.4532374100719
"1468",1543,"Shivnarine Chanderpaul","West Indies",31,"80","62","5","0","50.00","5","lbw",3,"South Africa","Bridgetown",2005-04-21,39.3928571428571
"1469",1544,"Shivnarine Chanderpaul","West Indies",127,"403","287","13","0","44.25","5","run out",2,"South Africa","St John's",2005-04-29,40.0141843971631
"1470",1545,"Shivnarine Chanderpaul","West Indies",92,"275","193","9","0","47.66","5","caught",1,"Pakistan","Bridgetown",2005-05-26,40.3802816901408
"1471",1546,"Shivnarine Chanderpaul","West Indies",153,"358","254","10","2","60.23","5","not out",3,"Pakistan","Bridgetown",2005-05-26,41.1678321678322
"1472",1547,"Shivnarine Chanderpaul","West Indies",28,"85","74","3","0","37.83","5","caught",2,"Pakistan","Kingston",2005-06-03,41.0763888888889
"1473",1548,"Shivnarine Chanderpaul","West Indies",0,"10","3","0","0","0.00","5","lbw",4,"Pakistan","Kingston",2005-06-03,40.7931034482759
"1474",1549,"Shivnarine Chanderpaul","West Indies",69,"227","158","6","1","43.67","5","lbw",1,"Sri Lanka","Colombo (SSC)",2005-07-13,40.986301369863
"1475",1550,"Shivnarine Chanderpaul","West Indies",48,"221","158","1","1","30.37","5","not out",3,"Sri Lanka","Colombo (SSC)",2005-07-13,41.0340136054422
"1476",1551,"Shivnarine Chanderpaul","West Indies",13,"34","26","2","0","50.00","4","lbw",2,"Sri Lanka","Kandy",2005-07-22,40.8445945945946
"1477",1552,"Shivnarine Chanderpaul","West Indies",24,"53","40","3","0","60.00","4","caught",4,"Sri Lanka","Kandy",2005-07-22,40.7315436241611
"1478",1553,"Shivnarine Chanderpaul","West Indies",2,"45","32","0","0","6.25","5","caught",2,"Australia","Brisbane",2005-11-03,40.4733333333333
"1479",1554,"Shivnarine Chanderpaul","West Indies",7,"31","25","1","0","28.00","5","lbw",4,"Australia","Brisbane",2005-11-03,40.2516556291391
"1480",1555,"Shivnarine Chanderpaul","West Indies",39,"140","102","3","0","38.23","5","caught",1,"Australia","Hobart",2005-11-17,40.2434210526316
"1481",1556,"Shivnarine Chanderpaul","West Indies",10,"23","12","2","0","83.33","5","caught",3,"Australia","Hobart",2005-11-17,40.0457516339869
"1482",1557,"Shivnarine Chanderpaul","West Indies",25,"97","77","0","0","32.46","5","caught",1,"Australia","Adelaide",2005-11-25,39.9480519480519
"1483",1558,"Shivnarine Chanderpaul","West Indies",4,"46","31","0","0","12.90","6","caught",3,"Australia","Adelaide",2005-11-25,39.7161290322581
"1484",1559,"Shivnarine Chanderpaul","West Indies",13,"34","23","3","0","56.52","6","caught",2,"New Zealand","Auckland",2006-03-09,39.5448717948718
"1485",1560,"Shivnarine Chanderpaul","West Indies",15,"42","30","2","0","50.00","5","caught",4,"New Zealand","Auckland",2006-03-09,39.3885350318471
"1486",1561,"Shivnarine Chanderpaul","West Indies",8,"58","46","1","0","17.39","5","caught",1,"New Zealand","Wellington",2006-03-17,39.1898734177215
"1487",1562,"Shivnarine Chanderpaul","West Indies",36,"185","128","5","0","28.12","5","caught",3,"New Zealand","Wellington",2006-03-17,39.1698113207547
"1488",1563,"Shivnarine Chanderpaul","West Indies",2,"34","20","0","0","10.00","5","run out",1,"New Zealand","Napier",2006-03-25,38.9375
"1489",1564,"Shivnarine Chanderpaul","West Indies",24,"124","79","3","0","30.37","5","caught",2,"India","St John's",2006-06-02,38.8447204968944
"1490",1565,"Shivnarine Chanderpaul","West Indies",62,"168","109","10","0","56.88","5","caught",4,"India","St John's",2006-06-02,38.9876543209877
"1491",1566,"Shivnarine Chanderpaul","West Indies",30,"95","79","3","0","37.97","5","lbw",2,"India","Gros Islet",2006-06-10,38.9325153374233
"1492",1567,"Shivnarine Chanderpaul","West Indies",54,"180","113","6","0","47.78","5","caught",3,"India","Gros Islet",2006-06-10,39.0243902439024
"1493",1568,"Shivnarine Chanderpaul","West Indies",97,"387","216","6","2","44.90","5","not out",1,"India","Basseterre",2006-06-22,39.3757575757576
"1494",1569,"Shivnarine Chanderpaul","West Indies",11,"30","24","0","1","45.83","5","caught",3,"India","Basseterre",2006-06-22,39.2048192771084
"1495",1570,"Shivnarine Chanderpaul","West Indies",10,"22","20","2","0","50.00","5","caught",2,"India","Kingston",2006-06-30,39.0299401197605
"1496",1571,"Shivnarine Chanderpaul","West Indies",13,"65","56","1","0","23.21","5","lbw",4,"India","Kingston",2006-06-30,38.875
"1497",1572,"Shivnarine Chanderpaul","West Indies",5,"10","7","0","0","71.42","5","lbw",1,"Pakistan","Lahore",2006-11-11,38.6745562130178
"1498",1573,"Shivnarine Chanderpaul","West Indies",81,"262","178","8","0","45.50","6","caught",3,"Pakistan","Lahore",2006-11-11,38.9235294117647
"1499",1574,"Shivnarine Chanderpaul","West Indies",14,"15","12","2","0","116.66","5","caught",2,"Pakistan","Multan",2006-11-19,38.7777777777778
"1500",1575,"Shivnarine Chanderpaul","West Indies",36,"-","49","7","0","73.46","5","caught",2,"Pakistan","Karachi",2006-11-27,38.7616279069767
"1501",1576,"Shivnarine Chanderpaul","West Indies",69,"-","111","9","0","62.16","5","lbw",4,"Pakistan","Karachi",2006-11-27,38.9364161849711
"1502",1577,"Shivnarine Chanderpaul","West Indies",74,"269","193","9","0","38.34","5","lbw",2,"England","Lord's",2007-05-17,39.1379310344828
"1503",1579,"Shivnarine Chanderpaul","West Indies",50,"130","78","7","0","64.10","5","caught",2,"England","Manchester",2007-06-07,39.2
"1504",1580,"Shivnarine Chanderpaul","West Indies",116,"413","257","12","0","45.13","5","not out",4,"England","Manchester",2007-06-07,39.6363636363636
"1505",1581,"Shivnarine Chanderpaul","West Indies",136,"406","257","18","1","52.91","5","not out",1,"England","Chester-le-Street",2007-06-15,40.180790960452
"1506",1582,"Shivnarine Chanderpaul","West Indies",70,"255","163","6","0","42.94","5","bowled",3,"England","Chester-le-Street",2007-06-15,40.3483146067416
"1507",1583,"Shivnarine Chanderpaul","West Indies",104,"394","253","12","0","41.10","5","bowled",1,"South Africa","Port Elizabeth",2007-12-26,40.7039106145251
"1508",1584,"Shivnarine Chanderpaul","West Indies",8,"38","15","0","0","53.33","5","caught",3,"South Africa","Port Elizabeth",2007-12-26,40.5222222222222
"1509",1585,"Shivnarine Chanderpaul","West Indies",65,"315","223","6","0","29.14","5","not out",1,"South Africa","Cape Town",2008-01-02,40.6574585635359
"1510",1586,"Shivnarine Chanderpaul","West Indies",70,"299","168","4","1","41.66","5","not out",3,"South Africa","Cape Town",2008-01-02,40.8186813186813
"1511",1587,"Shivnarine Chanderpaul","West Indies",0,"15","3","0","0","0.00","5","caught",1,"South Africa","Durban",2008-01-10,40.5956284153005
"1512",1588,"Shivnarine Chanderpaul","West Indies",NA,"-","-","-","-","-","-","-",3,"South Africa","Durban",2008-01-10,NA
"1513",1589,"Shivnarine Chanderpaul","West Indies",23,"66","53","1","0","43.39","5","caught",2,"Sri Lanka","Providence",2008-03-22,NA
"1514",1590,"Shivnarine Chanderpaul","West Indies",3,"17","11","0","0","27.27","5","bowled",4,"Sri Lanka","Providence",2008-03-22,NA
"1515",1591,"Shivnarine Chanderpaul","West Indies",18,"-","37","1","0","48.64","5","lbw",2,"Sri Lanka","Port of Spain",2008-04-03,NA
"1516",1592,"Shivnarine Chanderpaul","West Indies",86,"-","146","7","0","58.90","5","not out",4,"Sri Lanka","Port of Spain",2008-04-03,NA
"1517",1593,"Shivnarine Chanderpaul","West Indies",118,"381","276","13","1","42.75","5","caught",2,"Australia","Kingston",2008-05-22,NA
"1518",1594,"Shivnarine Chanderpaul","West Indies",11,"59","35","2","0","31.42","5","caught",4,"Australia","Kingston",2008-05-22,NA
"1519",1595,"Shivnarine Chanderpaul","West Indies",107,"352","236","12","0","45.33","5","not out",2,"Australia","North Sound",2008-05-30,NA
"1520",1596,"Shivnarine Chanderpaul","West Indies",77,"336","180","8","0","42.77","5","not out",4,"Australia","North Sound",2008-05-30,NA
"1521",1597,"Shivnarine Chanderpaul","West Indies",79,"226","142","12","1","55.63","5","not out",2,"Australia","Bridgetown",2008-06-12,NA
"1522",1598,"Shivnarine Chanderpaul","West Indies",50,"201","131","5","0","38.16","4","lbw",4,"Australia","Bridgetown",2008-06-12,NA
"1523",1599,"Shivnarine Chanderpaul","West Indies",76,"281","200","10","0","38.00","5","bowled",2,"New Zealand","Dunedin",2008-12-11,NA
"1524",1600,"Shivnarine Chanderpaul","West Indies",126,"340","282","11","3","44.68","5","not out",1,"New Zealand","Napier",2008-12-19,NA
"1525",1601,"Shivnarine Chanderpaul","West Indies",0,"1","1","0","0","0.00","5","caught",3,"New Zealand","Napier",2008-12-19,NA
"1526",1602,"Shivnarine Chanderpaul","West Indies",20,"109","86","2","0","23.25","5","lbw",2,"England","Kingston",2009-02-04,NA
"1527",1604,"Shivnarine Chanderpaul","West Indies",1,"6","8","0","0","12.50","6","caught",2,"England","St John's",2009-02-15,NA
"1528",1605,"Shivnarine Chanderpaul","West Indies",55,"231","165","5","0","33.33","5","caught",4,"England","St John's",2009-02-15,NA
"1529",1606,"Shivnarine Chanderpaul","West Indies",70,"153","134","11","0","52.23","5","lbw",2,"England","Bridgetown",2009-02-26,NA
"1530",1607,"Shivnarine Chanderpaul","West Indies",147,"522","361","13","1","40.72","6","not out",2,"England","Port of Spain",2009-03-06,NA
"1531",1608,"Shivnarine Chanderpaul","West Indies",6,"53","51","0","0","11.76","5","lbw",4,"England","Port of Spain",2009-03-06,NA
"1532",1609,"Shivnarine Chanderpaul","West Indies",0,"2","1","0","0","0.00","5","caught",2,"England","Lord's",2009-05-06,NA
"1533",1610,"Shivnarine Chanderpaul","West Indies",4,"5","5","1","0","80.00","5","caught",3,"England","Lord's",2009-05-06,NA
"1534",1611,"Shivnarine Chanderpaul","West Indies",23,"138","103","2","0","22.33","5","caught",2,"England","Chester-le-Street",2009-05-14,NA
"1535",1612,"Shivnarine Chanderpaul","West Indies",47,"113","82","6","0","57.31","5","caught",3,"England","Chester-le-Street",2009-05-14,NA
"1536",1613,"Shivnarine Chanderpaul","West Indies",2,"13","6","0","0","33.33","4","lbw",2,"Australia","Brisbane",2009-11-26,NA
"1537",1614,"Shivnarine Chanderpaul","West Indies",2,"17","14","0","0","14.28","4","caught",3,"Australia","Brisbane",2009-11-26,NA
"1538",1615,"Shivnarine Chanderpaul","West Indies",62,"239","151","5","0","41.05","4","caught",1,"Australia","Adelaide",2009-12-04,NA
"1539",1616,"Shivnarine Chanderpaul","West Indies",27,"112","88","1","0","30.68","4","lbw",3,"Australia","Adelaide",2009-12-04,NA
"1540",1617,"Shivnarine Chanderpaul","West Indies",26,"-","85","3","0","30.58","4","caught",2,"South Africa","Port of Spain",2010-06-10,NA
"1541",1618,"Shivnarine Chanderpaul","West Indies",15,"-","48","1","0","31.25","4","caught",4,"South Africa","Port of Spain",2010-06-10,NA
"1542",1619,"Shivnarine Chanderpaul","West Indies",166,"-","357","10","1","46.49","4","caught",2,"South Africa","Basseterre",2010-06-18,NA
"1543",1620,"Shivnarine Chanderpaul","West Indies",22,"-","63","0","1","34.92","4","caught",1,"South Africa","Bridgetown",2010-06-26,NA
"1544",1621,"Shivnarine Chanderpaul","West Indies",71,"-","179","7","1","39.66","4","not out",3,"South Africa","Bridgetown",2010-06-26,NA
"1545",1622,"Shivnarine Chanderpaul","West Indies",32,"131","104","3","0","30.76","4","caught",1,"Sri Lanka","Galle",2010-11-15,NA
"1546",1623,"Shivnarine Chanderpaul","West Indies",8,"58","40","1","0","20.00","4","lbw",2,"Sri Lanka","Colombo (RPS)",2010-11-23,NA
"1547",1624,"Shivnarine Chanderpaul","West Indies",0,"18","13","0","0","0.00","4","not out",4,"Sri Lanka","Colombo (RPS)",2010-11-23,NA
"1548",1625,"Shivnarine Chanderpaul","West Indies",54,"191","145","3","0","37.24","4","caught",1,"Sri Lanka","Pallekele",2010-12-01,NA
"1549",1626,"Shivnarine Chanderpaul","West Indies",27,"147","83","4","0","32.53","5","bowled",1,"Pakistan","Providence",2011-05-12,NA
"1550",1627,"Shivnarine Chanderpaul","West Indies",36,"216","127","0","0","28.34","6","not out",3,"Pakistan","Providence",2011-05-12,NA
"1551",1628,"Shivnarine Chanderpaul","West Indies",23,"104","74","2","0","31.08","5","caught",2,"India","Kingston",2011-06-20,NA
"1552",1629,"Shivnarine Chanderpaul","West Indies",30,"113","73","4","0","41.09","5","caught",4,"India","Kingston",2011-06-20,NA
"1553",1630,"Shivnarine Chanderpaul","West Indies",37,"159","117","1","0","31.62","6","bowled",2,"India","Bridgetown",2011-06-28,NA
"1554",1631,"Shivnarine Chanderpaul","West Indies",12,"113","87","0","0","13.79","5","lbw",4,"India","Bridgetown",2011-06-28,NA
"1555",1632,"Shivnarine Chanderpaul","West Indies",23,"77","59","1","0","38.98","5","caught",1,"India","Roseau",2011-07-06,NA
"1556",1633,"Shivnarine Chanderpaul","West Indies",116,"501","343","5","0","33.81","5","not out",3,"India","Roseau",2011-07-06,NA
"1557",1634,"Shivnarine Chanderpaul","West Indies",49,"111","72","3","2","68.05","5","caught",2,"Bangladesh","Chattogram",2011-10-21,NA
"1558",1636,"Shivnarine Chanderpaul","West Indies",18,"77","58","0","0","31.03","5","caught",1,"Bangladesh","Dhaka",2011-10-29,NA
"1559",1637,"Shivnarine Chanderpaul","West Indies",59,"117","79","6","0","74.68","6","not out",3,"Bangladesh","Dhaka",2011-10-29,NA
"1560",1638,"Shivnarine Chanderpaul","West Indies",118,"286","196","7","2","60.20","5","lbw",1,"India","Delhi",2011-11-06,NA
"1561",1639,"Shivnarine Chanderpaul","West Indies",47,"79","58","7","0","81.03","6","lbw",3,"India","Delhi",2011-11-06,NA
"1562",1640,"Shivnarine Chanderpaul","West Indies",4,"9","6","1","0","66.66","5","lbw",2,"India","Kolkata",2011-11-14,NA
"1563",1641,"Shivnarine Chanderpaul","West Indies",47,"133","94","6","0","50.00","5","bowled",3,"India","Kolkata",2011-11-14,NA
"1564",1642,"Shivnarine Chanderpaul","West Indies",103,"387","248","9","1","41.53","5","not out",1,"Australia","Bridgetown",2012-04-07,NA
"1565",1643,"Shivnarine Chanderpaul","West Indies",12,"23","21","2","0","57.14","5","caught",3,"Australia","Bridgetown",2012-04-07,NA
"1566",1644,"Shivnarine Chanderpaul","West Indies",94,"295","217","10","1","43.31","5","lbw",2,"Australia","Port of Spain",2012-04-15,NA
"1567",1646,"Shivnarine Chanderpaul","West Indies",68,"238","164","3","0","41.46","5","lbw",2,"Australia","Roseau",2012-04-23,NA
"1568",1647,"Shivnarine Chanderpaul","West Indies",69,"179","122","6","0","56.55","5","lbw",4,"Australia","Roseau",2012-04-23,NA
"1569",1648,"Shivnarine Chanderpaul","West Indies",87,"242","175","12","0","49.71","5","not out",1,"England","Lord's",2012-05-17,NA
"1570",1649,"Shivnarine Chanderpaul","West Indies",91,"383","250","10","0","36.40","5","lbw",3,"England","Lord's",2012-05-17,NA
"1571",1650,"Shivnarine Chanderpaul","West Indies",46,"130","86","9","0","53.48","5","lbw",1,"England","Nottingham",2012-05-25,NA
"1572",1651,"Shivnarine Chanderpaul","West Indies",11,"22","15","2","0","73.33","4","caught",3,"England","Nottingham",2012-05-25,NA
"1573",1652,"Shivnarine Chanderpaul","West Indies",0,"5","1","0","0","0.00","5","caught",2,"New Zealand","North Sound",2012-07-25,NA
"1574",1654,"Shivnarine Chanderpaul","West Indies",9,"56","40","0","0","22.50","5","caught",2,"New Zealand","Kingston",2012-08-02,NA
"1575",1655,"Shivnarine Chanderpaul","West Indies",43,"148","101","1","0","42.57","5","not out",4,"New Zealand","Kingston",2012-08-02,NA
"1576",1656,"Shivnarine Chanderpaul","West Indies",203,"457","372","22","0","54.56","5","not out",1,"Bangladesh","Dhaka",2012-11-13,NA
"1577",1657,"Shivnarine Chanderpaul","West Indies",1,"9","4","0","0","25.00","11","lbw",3,"Bangladesh","Dhaka",2012-11-13,NA
"1578",1658,"Shivnarine Chanderpaul","West Indies",150,"375","282","12","1","53.19","5","not out",2,"Bangladesh","Khulna",2012-11-21,NA
"1579",1660,"Shivnarine Chanderpaul","West Indies",26,"78","48","4","0","54.16","6","caught",2,"Zimbabwe","Bridgetown",2013-03-12,NA
"1580",1662,"Shivnarine Chanderpaul","West Indies",108,"323","284","13","0","38.02","5","caught",2,"Zimbabwe","Roseau",2013-03-20,NA
"1581",1663,"Shivnarine Chanderpaul","West Indies",36,"128","79","3","0","45.56","5","bowled",1,"India","Kolkata",2013-11-06,NA
"1582",1664,"Shivnarine Chanderpaul","West Indies",31,"101","60","2","0","51.66","5","not out",3,"India","Kolkata",2013-11-06,NA
"1583",1665,"Shivnarine Chanderpaul","West Indies",25,"58","34","2","1","73.52","5","caught",1,"India","Mumbai",2013-11-14,NA
"1584",1666,"Shivnarine Chanderpaul","West Indies",41,"84","62","4","0","66.12","6","lbw",3,"India","Mumbai",2013-11-14,NA
"1585",1667,"Shivnarine Chanderpaul","West Indies",76,"125","87","10","0","87.35","5","lbw",2,"New Zealand","Dunedin",2013-12-03,NA
"1586",1668,"Shivnarine Chanderpaul","West Indies",1,"23","16","0","0","6.25","5","lbw",3,"New Zealand","Dunedin",2013-12-03,NA
"1587",1669,"Shivnarine Chanderpaul","West Indies",6,"24","19","0","0","31.57","5","caught",2,"New Zealand","Wellington",2013-12-11,NA
"1588",1670,"Shivnarine Chanderpaul","West Indies",31,"123","75","3","0","41.33","5","not out",3,"New Zealand","Wellington",2013-12-11,NA
"1589",1671,"Shivnarine Chanderpaul","West Indies",122,"360","229","11","0","53.27","5","not out",1,"New Zealand","Hamilton",2013-12-19,NA
"1590",1672,"Shivnarine Chanderpaul","West Indies",20,"47","26","4","0","76.92","5","caught",3,"New Zealand","Hamilton",2013-12-19,NA
"1591",1673,"Shivnarine Chanderpaul","West Indies",84,"227","138","13","0","60.86","5","not out",2,"New Zealand","Kingston",2014-06-08,NA
